0	5000	0	0	0	0
1	5000	0	0	0	0
2	5000	0	0	0	0
3	5000	0	0	0	0
4	5000	0	0	0	0
5	5000	0	0	0	0
6	5000	0	0	0	0
7	5000	0	0	0	0
8	5000	0	0	0	0
9	5000	0	0	0	0
10	5000	0	0	0	0
11	5000	0	0	0	0
12	5000	295	1644	0.3288	5.57288
13	5000	404	606	0.1212	1.5
14	5000	0	0	0	0
15	5000	0	0	0	0
16	5000	0	0	0	0
17	5000	0	0	0	0
18	5000	0	0	0	0
19	5000	0	0	0	0
20	5000	0	0	0	0
21	5000	606	606	0.1212	1
22	5000	404	404	0.0808	1
23	5000	404	404	0.0808	1
24	5000	0	0	0	0
25	5000	0	0	0	0
26	5000	0	0	0	0
27	5000	0	0	0	0
28	5000	175	350	0.07	2
29	5000	4778	29012	5.8024	6.072
30	5000	5000	30505	6.101	6.101
31	5000	5000	31323	6.2646	6.2646
32	5000	5000	30694	6.1388	6.1388
33	5000	5000	54270	10.854	10.854
34	5000	5000	62424	12.4848	12.4848
35	5000	5000	71574	14.3148	14.3148
36	5000	5000	74896	14.9792	14.9792
37	5000	5000	68193	13.6386	13.6386
38	5000	5000	53472	10.6944	10.6944
39	5000	5000	71543	14.3086	14.3086
40	5000	5000	78600	15.72	15.72
41	5000	5000	46403	9.2806	9.2806
42	5000	5000	27184	5.4368	5.4368
43	5000	5000	13682	2.7364	2.7364
44	5000	5000	30443	6.0886	6.0886
45	5000	5000	48190	9.638	9.638
46	5000	5000	37031	7.4062	7.4062
47	5000	5000	21489	4.2978	4.2978
48	5000	5000	15245	3.049	3.049
49	5000	5000	24639	4.9278	4.9278
50	5000	5000	47160	9.432	9.432
51	5000	5000	329870	65.974	65.974
52	5000	5000	310066	62.0132	62.0132
53	5000	5000	315948	63.1896	63.1896
54	5000	5000	1.66184e+06	332.369	332.369
55	5000	5000	2.8481e+06	569.62	569.62
56	5000	5000	4.83425e+06	966.85	966.85
57	5000	5000	3.35659e+06	671.318	671.318
58	5000	5000	3.95318e+06	790.637	790.637
59	5000	5000	5.13684e+06	1027.37	1027.37
60	5000	5000	4.88044e+06	976.088	976.088
61	5000	5000	2.86771e+06	573.543	573.543
62	5000	5000	34921	6.9842	6.9842
63	5000	5000	38928	7.7856	7.7856
64	5000	5000	102406	20.4812	20.4812
65	5000	5000	1.73755e+06	347.51	347.51
66	5000	5000	1.83695e+06	367.39	367.39
67	5000	5000	1.83341e+06	366.682	366.682
68	5000	5000	1.83882e+06	367.764	367.764
69	5000	5000	1.84801e+06	369.603	369.603
70	5000	5000	1.83521e+06	367.042	367.042
71	5000	5000	5.09391e+06	1018.78	1018.78
72	5000	5000	4.53122e+06	906.244	906.244
73	5000	5000	4.59669e+06	919.339	919.339
74	5000	5000	37317	7.4634	7.4634
75	5000	5000	610120	122.024	122.024
76	5000	5000	599920	119.984	119.984
77	5000	5000	601676	120.335	120.335
78	5000	5000	601907	120.381	120.381
79	5000	5000	336601	67.3202	67.3202
80	5000	5000	169172	33.8344	33.8344
81	5000	5000	528045	105.609	105.609
82	5000	5000	717185	143.437	143.437
83	5000	5000	737962	147.592	147.592
84	5000	5000	697149	139.43	139.43
85	5000	5000	675066	135.013	135.013
86	5000	5000	561004	112.201	112.201
87	5000	5000	548341	109.668	109.668
88	5000	5000	549583	109.917	109.917
89	5000	5000	547354	109.471	109.471
90	5000	5000	566233	113.247	113.247
91	5000	5000	523360	104.672	104.672
92	5000	5000	535391	107.078	107.078
93	5000	5000	491156	98.2312	98.2312
94	5000	5000	463459	92.6918	92.6918
95	5000	5000	399104	79.8208	79.8208
96	5000	5000	371011	74.2022	74.2022
97	5000	5000	332142	66.4284	66.4284
98	5000	5000	77238	15.4476	15.4476
99	5000	5000	535527	107.105	107.105
100	5000	5000	2.57541e+06	515.083	515.083
101	5000	5000	1.9886e+06	397.72	397.72
102	5000	5000	1.04976e+06	209.953	209.953
103	5000	5000	1.24196e+06	248.393	248.393
104	5000	5000	117251	23.4502	23.4502
105	5000	5000	65426	13.0852	13.0852
106	5000	5000	60859	12.1718	12.1718
107	5000	5000	15404	3.0808	3.0808
108	5000	5000	13241	2.6482	2.6482
109	5000	5000	10000	2	2
110	5000	5000	10000	2	2
111	5000	5000	9682	1.9364	1.9364
112	5000	5000	5000	1	1
113	5000	5000	5000	1	1
114	5000	5000	5000	1	1
115	5000	5000	5000	1	1
116	5000	5000	5000	1	1
117	5000	5000	5000	1	1
118	5000	5000	5000	1	1
119	5000	5000	5000	1	1
120	5000	4930	4930	0.986	1
121	5000	0	0	0	0
122	5000	0	0	0	0
123	5000	0	0	0	0
124	5000	0	0	0	0
125	5000	0	0	0	0
126	5000	0	0	0	0
127	5000	139	139	0.0278	1
128	5000	5000	5100	1.02	1.02
129	5000	5000	5000	1	1
130	5000	5000	5000	1	1
131	5000	5000	5000	1	1
132	5000	5000	5404	1.0808	1.0808
133	5000	5000	128292	25.6584	25.6584
134	5000	5000	156893	31.3786	31.3786
135	5000	5000	148427	29.6854	29.6854
136	5000	5000	112975	22.595	22.595
137	5000	5000	110977	22.1954	22.1954
138	5000	5000	97453	19.4906	19.4906
