0	5000	0	0	0	0
1	5000	0	0	0	0
2	5000	0	0	0	0
3	5000	0	0	0	0
4	5000	0	0	0	0
5	5000	0	0	0	0
6	5000	0	0	0	0
7	5000	0	0	0	0
8	5000	0	0	0	0
9	5000	202	404	0.0808	2
10	5000	0	0	0	0
11	5000	202	202	0.0404	1
12	5000	0	0	0	0
13	5000	0	0	0	0
14	5000	0	0	0	0
15	5000	0	0	0	0
16	5000	0	0	0	0
17	5000	0	0	0	0
18	5000	0	0	0	0
19	5000	0	0	0	0
20	5000	0	0	0	0
21	5000	0	0	0	0
22	5000	0	0	0	0
23	5000	0	0	0	0
24	5000	0	0	0	0
25	5000	0	0	0	0
26	5000	0	0	0	0
27	5000	0	0	0	0
28	5000	0	0	0	0
29	5000	0	0	0	0
30	5000	0	0	0	0
31	5000	0	0	0	0
32	5000	0	0	0	0
33	5000	0	0	0	0
34	5000	0	0	0	0
35	5000	0	0	0	0
36	5000	0	0	0	0
37	5000	0	0	0	0
38	5000	0	0	0	0
39	5000	0	0	0	0
40	5000	1330	1330	0.266	1
41	5000	5000	5000	1	1
42	5000	5000	6551	1.3102	1.3102
43	5000	5000	11650	2.33	2.33
44	5000	5000	10909	2.1818	2.1818
45	5000	5000	11511	2.3022	2.3022
46	5000	5000	11211	2.2422	2.2422
47	5000	5000	10606	2.1212	2.1212
48	5000	5000	10404	2.0808	2.0808
49	5000	5000	10000	2	2
50	5000	5000	10404	2.0808	2.0808
51	5000	5000	5860	1.172	1.172
52	5000	5000	17144	3.4288	3.4288
53	5000	5000	22481	4.4962	4.4962
54	5000	5000	22096	4.4192	4.4192
55	5000	5000	23995	4.799	4.799
56	5000	5000	22218	4.4436	4.4436
57	5000	5000	21310	4.262	4.262
58	5000	5000	20427	4.0854	4.0854
59	5000	5000	20000	4	4
60	5000	5000	20404	4.0808	4.0808
61	5000	5000	20202	4.0404	4.0404
62	5000	5000	20604	4.1208	4.1208
63	5000	5000	20000	4	4
64	5000	5000	20000	4	4
65	5000	5000	20403	4.0806	4.0806
66	5000	5000	20606	4.1212	4.1212
67	5000	5000	59362	11.8724	11.8724
68	5000	5000	50301	10.0602	10.0602
69	5000	5000	65456	13.0912	13.0912
70	5000	5000	65336	13.0672	13.0672
71	5000	5000	56813	11.3626	11.3626
72	5000	5000	69906	13.9812	13.9812
73	5000	5000	56743	11.3486	11.3486
74	5000	5000	80192	16.0384	16.0384
75	5000	5000	68413	13.6826	13.6826
76	5000	5000	58180	11.636	11.636
77	5000	5000	55000	11	11
78	5000	5000	57003	11.4006	11.4006
79	5000	5000	67505	13.501	13.501
80	5000	5000	31335	6.267	6.267
81	5000	5000	38576	7.7152	7.7152
82	5000	5000	21719	4.3438	4.3438
83	5000	5000	46077	9.2154	9.2154
84	5000	4976	44973	8.9946	9.03798
85	5000	610	1344	0.2688	2.20328
86	5000	0	0	0	0
87	5000	0	0	0	0
88	5000	0	0	0	0
89	5000	0	0	0	0
90	5000	0	0	0	0
91	5000	0	0	0	0
92	5000	0	0	0	0
93	5000	0	0	0	0
94	5000	0	0	0	0
95	5000	0	0	0	0
96	5000	0	0	0	0
97	5000	0	0	0	0
98	5000	0	0	0	0
99	5000	0	0	0	0
100	5000	0	0	0	0
101	5000	0	0	0	0
102	5000	0	0	0	0
103	5000	0	0	0	0
104	5000	0	0	0	0
105	5000	101	101	0.0202	1
106	5000	0	0	0	0
107	5000	0	0	0	0
108	5000	0	0	0	0
109	5000	0	0	0	0
110	5000	2101	8077	1.6154	3.84436
111	5000	5000	15303	3.0606	3.0606
112	5000	5000	16817	3.3634	3.3634
113	5000	5000	16006	3.2012	3.2012
114	5000	5000	16511	3.3022	3.3022
115	5000	5000	16211	3.2422	3.2422
116	5000	5000	15404	3.0808	3.0808
117	5000	5000	16209	3.2418	3.2418
118	5000	5000	16010	3.202	3.202
119	5000	5000	15202	3.0404	3.0404
120	5000	5000	15808	3.1616	3.1616
121	5000	4381	12816	2.5632	2.92536
122	5000	3170	5822	1.1644	1.83659
123	5000	2619	5024	1.0048	1.91829
124	5000	1004	1111	0.2222	1.10657
125	5000	1191	1512	0.3024	1.26952
126	5000	1294	1614	0.3228	1.2473
127	5000	1011	1182	0.2364	1.16914
128	5000	977	1241	0.2482	1.27021
129	5000	986	1515	0.303	1.53651
130	5000	809	1414	0.2828	1.74784
131	5000	1752	2819	0.5638	1.60902
132	5000	995	1491	0.2982	1.49849
133	5000	596	927	0.1854	1.55537
134	5000	2086	3412	0.6824	1.63567
135	5000	1763	2433	0.4866	1.38003
136	5000	803	1212	0.2424	1.50934
137	5000	1314	1905	0.381	1.44977
138	5000	1494	2120	0.424	1.41901
139	5000	1621	2020	0.404	1.24614
140	5000	1669	2805	0.561	1.68065
141	5000	1230	1812	0.3624	1.47317
142	5000	404	404	0.0808	1
143	5000	1638	2718	0.5436	1.65934
144	5000	918	1134	0.2268	1.23529
145	5000	886	1290	0.258	1.45598
146	5000	828	1615	0.323	1.95048
147	5000	808	808	0.1616	1
148	5000	605	605	0.121	1
149	5000	404	404	0.0808	1
150	5000	201	201	0.0402	1
151	5000	101	101	0.0202	1
